"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.48","202202","16","460,000","9","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.48","202203","4","440,000","1","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","144.7","202202","19","490,000","8","1978","압구정로 201","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 압구정동","456","0456","0000","현대7차(73~77,82,85동)","144.2","202202","9","500,000","14","1979","압구정로 201","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","481","0481","0000","현대8차(성수현대:91~95동)","107.64","202204","23","387,000","7","1980","압구정로 309","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","823-7","0823","0007","강남역우정에쉐르","17.13","202201","5","20,500","11","2004","테헤란로10길 10","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","823-7","0823","0007","강남역우정에쉐르","17.23","202202","16","20,500","11","2004","테헤란로10길 10","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","754","0754","0000","개나리래미안","129.8","202201","3","325,000","14","2006","역삼로 306","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","783-28","0783","0028","갤러리아트","80.39","202201","3","76,000","5","2002","언주로63길 30","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","835-67","0835","0067","금호어울림","132.88","202202","14","208,000","14","2003","도곡로7길 22","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","727-2","0727","0002","대명벨리온","17.684","202204","30","20,500","3","2012","역삼로25길 27","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202203","12","33,000","17","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202203","19","32,400","14","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","34.41","202204","19","29,000","2","2004","강남대로84길 33","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","728-6","0728","0006","마이다스힐빌라트","243.52","202201","28","72,000","2","2003","역삼로25길 20","","직거래","-"
"서울특별시 강남구 역삼동","747-5","0747","0005","브라운스톤역삼","59.96","202201","27","109,000","7","2004","역삼로 171","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","765-32","0765","0032","역삼2차아이파크","84.891","202203","19","266,000","18","2008","도곡로57길 12","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","28.246","202201","7","85,400","5","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","28.246","202201","12","86,000","18","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","130.143","202201","21","340,000","4","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","28.246","202202","17","84,800","6","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","80.87","202201","26","268,000","8","2005","선릉로69길 19","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.4","202202","28","199,000","8","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.53","202203","26","198,000","16","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","80.87","202204","8","274,000","5","2005","선릉로69길 19","","중개거래","경기 용인기흥구, 서울 양천구"
"서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","114.5958","202203","9","340,000","21","2016","언주로 420","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","114.019","202204","23","333,000","6","2016","언주로 420","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","708-31","0708","0031","우정에쉐르멤버스","36.19","202201","7","58,000","9","2004","선릉로87길 14","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","708-31","0708","0031","우정에쉐르멤버스","36.19","202201","7","58,000","9","2004","선릉로87길 14","20220419","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","759-1","0759","0001","은하수","67.14","202202","25","165,000","9","1992","언주로70길 24","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","735-15","0735","0015","이스턴오피스텔","15.25","202204","20","18,000","11","2014","테헤란로14길 13","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","706-24","0706","0024","진넥스빌2","23.85","202202","8","22,000","7","2003","언주로86길 7","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","70.8333","202201","31","220,000","2","2014","테헤란로52길 16","20220321","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","70.8333","202203","22","220,000","2","2014","테헤란로52길 16","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","741-22","0741","0022","포스틸빌라트","69.97","202203","11","53,500","4","2004","테헤란로20길 36","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","727-11","0727","0011","프리마빌","82.33","202203","19","104,000","2","2003","역삼로25길 17","","중개거래","서울 강남구, 서울 송파구"
"서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","43.58","202201","27","46,500","20","2001","언주로86길 11","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","735","0735","0000","가람","84.95","202203","25","220,000","4","1993","일원로 127","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","84.94","202201","26","208,273","29","2021","영동대로 22","","직거래","-"
"서울특별시 강남구 일원동","716","0716","0000","목련타운","99.79","202203","30","253,000","5","1993","광평로19길 15","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","718","0718","0000","샘터마을","101.97","202201","6","265,000","10","1994","일원로 120","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","1","107,000","15","1992","양재대로55길 12","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","2","105,000","11","1992","양재대로55길 12","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","19","107,000","2","1992","양재대로55길 12","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","615","0615","0000","우성7","83.69","202203","30","250,000","4","1987","개포로110길 15","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","84.93","202202","12","209,000","12","1994","일원로14길 25","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","59.76","202203","17","170,000","5","1994","일원로14길 25","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","731","0731","0000","한솔마을","84.73","202202","8","182,000","1","1994","광평로10길 6","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 일원동","731","0731","0000","한솔마을","63.76","202203","31","178,000","2","1994","광평로10길 6","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202203","4","130,000","3","2014","자곡로 175","20220324","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202203","4","130,000","3","2014","자곡로 175","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","51.96","202201","8","103,000","7","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","51.99","202201","8","103,000","7","2015","자곡로3길 21","20220502","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","51.96","202201","17","118,000","11","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","59.93","202202","12","116,000","7","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","51.99","202202","14","110,000","8","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","59.93","202204","8","71,220","7","2015","자곡로3길 21","","직거래","-"
"서울특별시 강남구 청담동","76-12","0076","0012","라테라스청담","18.62","202201","17","34,000","8","2018","학동로81길 9","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","76-12","0076","0012","라테라스청담","18.55","202202","28","34,000","4","2018","학동로81길 9","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","130-6","0130","0006","마크힐스웨스트윙","183.5","202202","25","570,000","6","2010","영동대로142길 21","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","60","0060","0000","삼성청담공원아파트","107.22","202204","20","235,000","4","1999","도산대로96길 39","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","10","0010","0000","삼환아파트101동","84.91","202201","17","170,000","2","1999","학동로77길 49","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","10","0010","0000","삼환아파트101동","84.98","202203","22","160,000","2","1999","학동로77길 49","","중개거래","서울 강남구, 서울 노원구"
"서울특별시 강남구 청담동","134-16","0134","0016","신동아","84.94","202201","19","220,000","2","1997","학동로105길 30","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","90-13","0090","0013","에비뉴나인티","49.61","202202","21","156,200","2","2020","도산대로59길 24","","직거래","-"
"서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차아파트","84.57","202203","10","187,000","15","1997","삼성로133길 20","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","117-3","0117","0003","청담로얄카운티","244.95","202203","18","445,000","3","1999","도산대로83길 27","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","67-1","0067","0001","청담린든그로브","84.9979","202203","29","330,000","5","2017","학동로97길 51","","중개거래","서울 강남구, 서울 용산구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","2","24,000","7","2015","학동로73길 13","20220308","중개거래","서울 서초구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","11","22,750","5","2015","학동로73길 13","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","11","19,000","8","2015","학동로73길 13","","직거래","-"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","12.449","202203","24","22,700","5","2015","학동로73길 13","","중개거래","서울 강남구"
